Time,Conductivity_in (microS),Conductivity_in @25*C (microS),Temperature_in,Conductivity_out (microS),Conductivity_out @25*C (microS),Temperature_out
16:17:59,2650.00,2625.06,25.50,22.95,22.73,25.50
16:18:00,2659.00,2646.43,25.25,24.14,23.80,25.75
16:18:01,2660.00,2622.63,25.75,23.92,23.58,25.75
16:18:02,2667.00,2641.90,25.50,23.70,23.26,26.00
16:18:03,2662.00,2636.95,25.50,22.52,22.20,25.75
16:18:04,2673.00,2647.85,25.50,22.72,22.40,25.75
16:18:05,2679.00,2653.79,25.50,22.72,22.51,25.50
16:18:06,2672.00,2646.85,25.50,22.98,22.76,25.50
16:18:07,2682.00,2644.32,25.75,22.75,22.54,25.50
16:18:08,2681.00,2643.33,25.75,23.90,23.56,25.75
16:18:09,2682.00,2631.99,26.00,22.72,22.30,26.00
16:18:10,2692.00,2666.67,25.50,23.21,22.99,25.50
16:18:11,2683.00,2657.75,25.50,24.39,24.16,25.50
16:18:11,2688.00,2650.23,25.75,22.97,22.65,25.75
16:18:12,2685.00,2659.73,25.50,23.47,23.25,25.50
16:18:13,2699.00,2661.08,25.75,23.46,23.24,25.50
16:18:14,2694.00,2681.26,25.25,22.51,22.30,25.50
16:18:15,2698.00,2660.09,25.75,23.69,23.47,25.50
16:18:16,2698.00,2672.61,25.50,23.91,23.68,25.50
16:18:17,2707.00,2668.97,25.75,22.24,21.93,25.75
16:18:18,2698.00,2685.25,25.25,22.97,22.75,25.50
16:18:19,2710.00,2684.50,25.50,23.17,22.95,25.50
16:18:20,2705.00,2679.54,25.50,22.95,22.73,25.50
16:18:21,2703.00,2690.22,25.25,22.73,22.62,25.25
16:18:22,2713.00,2713.00,25.00,22.50,22.29,25.50
16:18:23,2710.00,2671.92,25.75,22.51,22.30,25.50
16:18:24,2714.00,2701.17,25.25,22.96,22.74,25.50
16:18:25,2715.00,2702.16,25.25,22.19,21.98,25.50
16:18:26,2717.00,2704.16,25.25,22.50,22.29,25.50
16:18:27,2715.00,2676.85,25.75,23.91,23.68,25.50
16:18:28,2718.00,2692.42,25.50,23.19,22.97,25.50
16:18:29,2722.00,2709.13,25.25,23.65,23.43,25.50
16:18:30,2724.00,2711.12,25.25,22.53,22.32,25.50
16:18:31,2724.00,2711.12,25.25,23.45,23.34,25.25
16:18:32,2731.00,2718.09,25.25,23.88,23.66,25.50
16:18:33,2724.00,2685.73,25.75,22.72,22.40,25.75
16:18:34,2730.00,2717.09,25.25,23.87,23.65,25.50
16:18:35,2728.00,2702.33,25.50,22.73,22.52,25.50
16:18:36,2730.00,2691.64,25.75,24.14,23.80,25.75
16:18:37,2728.00,2702.33,25.50,23.70,23.48,25.50
16:18:38,2727.00,2701.34,25.50,22.52,22.20,25.75
16:18:39,2736.00,2697.56,25.75,22.96,22.53,26.00
16:18:40,2730.00,2691.64,25.75,22.97,22.65,25.75
16:18:41,2733.00,2694.60,25.75,23.21,23.10,25.25
16:18:42,2736.00,2723.07,25.25,22.94,22.62,25.75
16:18:43,2735.00,2722.07,25.25,22.95,22.73,25.50
16:18:44,2738.00,2725.06,25.25,22.95,22.73,25.50
16:18:45,2736.00,2697.56,25.75,23.20,22.77,26.00
16:18:46,2737.00,2698.55,25.75,23.21,22.88,25.75
16:18:47,2741.00,2715.21,25.50,22.52,22.31,25.50
16:18:48,2739.00,2726.05,25.25,23.22,22.89,25.75
16:18:49,2746.00,2733.02,25.25,23.22,22.89,25.75
16:18:50,2745.00,2706.43,25.75,23.22,22.89,25.75
16:18:51,2744.00,2718.18,25.50,22.50,22.18,25.75
16:18:52,2745.00,2719.17,25.50,23.72,23.50,25.50
16:18:53,2749.00,2710.38,25.75,23.23,22.90,25.75
16:18:54,2746.00,2707.42,25.75,22.96,22.64,25.75
16:18:55,2748.00,2722.14,25.50,22.49,22.38,25.25
16:18:56,2746.00,2733.02,25.25,23.20,22.87,25.75
16:18:57,2748.00,2722.14,25.50,22.97,22.75,25.50
16:18:57,2749.00,2749.00,25.00,23.21,23.10,25.25
16:18:58,2749.00,2723.13,25.50,23.90,23.56,25.75
16:18:59,2752.00,2726.10,25.50,22.70,22.38,25.75
16:19:00,2747.00,2721.15,25.50,23.70,23.59,25.25
16:19:01,2752.00,2726.10,25.50,23.67,23.34,25.75
16:19:02,2752.00,2752.00,25.00,23.21,23.10,25.25
16:19:03,2761.00,2735.02,25.50,23.91,23.57,25.75
16:19:04,2757.00,2743.97,25.25,23.67,23.45,25.50
16:19:05,2756.00,2717.28,25.75,22.68,22.47,25.50
16:19:06,2754.00,2728.08,25.50,22.50,22.29,25.50
16:19:07,2755.00,2729.07,25.50,23.18,22.96,25.50
16:19:08,2753.00,2727.09,25.50,22.26,22.05,25.50
16:19:09,2757.00,2731.05,25.50,23.69,23.36,25.75
16:19:10,2758.00,2732.05,25.50,22.52,22.20,25.75
16:19:11,2761.00,2722.21,25.75,22.50,22.08,26.00
16:19:12,2755.00,2755.00,25.00,22.71,22.50,25.50
16:19:13,2753.00,2739.98,25.25,23.90,23.45,26.00
16:19:14,2761.00,2722.21,25.75,22.26,21.84,26.00
16:19:15,2761.00,2735.02,25.50,24.16,24.05,25.25
16:19:16,2762.00,2762.00,25.00,24.15,24.04,25.25
16:19:17,2759.00,2733.04,25.50,23.90,23.68,25.50
16:19:18,2764.00,2737.99,25.50,22.73,22.62,25.25
16:19:19,2757.00,2731.05,25.50,23.70,23.37,25.75
16:19:20,2767.00,2753.92,25.25,23.92,23.69,25.50
16:19:21,2768.00,2754.91,25.25,24.13,23.90,25.50
16:19:22,2762.00,2723.19,25.75,22.75,22.54,25.50
16:19:23,2770.00,2743.93,25.50,22.98,22.66,25.75
16:19:24,2755.00,2716.29,25.75,23.71,23.27,26.00
16:19:25,2771.00,2757.90,25.25,24.18,23.95,25.50
16:19:26,2764.00,2737.99,25.50,23.21,22.99,25.50
16:19:27,2757.00,2731.05,25.50,23.47,23.03,26.00
16:19:28,2773.00,2734.04,25.75,23.46,23.24,25.50
16:19:29,2762.00,2762.00,25.00,22.51,22.30,25.50
16:19:30,2768.00,2741.95,25.50,22.99,22.56,26.00
16:19:31,2769.00,2742.94,25.50,23.91,23.57,25.75
16:19:32,2772.00,2733.05,25.75,22.73,22.52,25.50
16:19:33,2764.00,2750.93,25.25,23.22,23.22,25.00
16:19:34,2769.00,2742.94,25.50,23.22,22.79,26.00
16:19:35,2774.00,2760.89,25.25,23.92,23.69,25.50
16:19:36,2765.00,2751.93,25.25,24.39,23.94,26.00
16:19:37,2768.00,2741.95,25.50,24.16,23.93,25.50
16:19:38,2770.00,2743.93,25.50,22.52,22.20,25.75
16:19:39,2770.00,2731.08,25.75,23.70,23.48,25.50
16:19:40,2770.00,2743.93,25.50,22.51,22.19,25.75
16:19:41,2772.00,2720.31,26.00,22.51,22.30,25.50
16:19:42,2768.00,2729.11,25.75,23.90,23.79,25.25
16:19:43,2774.00,2747.89,25.50,23.70,23.48,25.50
16:19:43,2772.00,2745.91,25.50,23.45,23.12,25.75
16:19:44,2768.00,2741.95,25.50,23.23,23.01,25.50
16:19:45,2779.00,2752.85,25.50,23.93,23.59,25.75
16:19:46,2768.00,2768.00,25.00,22.98,22.76,25.50
16:19:47,2768.00,2729.11,25.75,23.90,23.68,25.50
16:19:48,2776.00,2762.88,25.25,22.99,22.77,25.50
16:19:49,2779.00,2739.96,25.75,23.71,23.38,25.75
16:19:50,2781.00,2741.93,25.75,23.93,23.70,25.50
16:19:51,2780.00,2753.84,25.50,22.73,22.41,25.75
16:19:52,2772.00,2733.05,25.75,22.99,22.99,25.00
16:19:53,2780.00,2753.84,25.50,23.70,23.37,25.75
16:19:54,2780.00,2753.84,25.50,23.23,22.90,25.75
16:19:55,2779.00,2739.96,25.75,23.47,23.25,25.50
16:19:56,2777.00,2737.98,25.75,22.73,22.41,25.75
16:19:57,2780.00,2766.86,25.25,23.22,23.00,25.50
16:19:58,2774.00,2760.89,25.25,23.73,23.18,26.25
16:19:59,2770.00,2731.08,25.75,23.47,23.14,25.75
16:20:00,2783.00,2756.81,25.50,23.50,23.06,26.00
16:20:01,2782.00,2755.82,25.50,23.24,22.91,25.75
16:20:02,2783.00,2743.90,25.75,23.95,23.61,25.75
16:20:03,2786.00,2772.83,25.25,23.73,23.51,25.50
16:20:04,2777.00,2750.87,25.50,23.92,23.69,25.50
16:20:05,2778.00,2751.86,25.50,23.72,23.39,25.75
16:20:06,2783.00,2783.00,25.00,24.20,23.97,25.50
16:20:07,2785.00,2758.79,25.50,26.06,25.69,25.75
16:20:08,2779.00,2752.85,25.50,30.65,30.22,25.75
16:20:09,2777.00,2725.22,26.00,52.75,52.25,25.50
16:20:10,2783.00,2769.84,25.25,71.35,70.02,26.00
16:20:11,2780.00,2766.86,25.25,84.44,83.25,25.75
16:20:12,2784.00,2757.80,25.50,93.80,92.48,25.75
16:20:13,2780.00,2766.86,25.25,102.50,101.06,25.75
16:20:14,2780.00,2753.84,25.50,112.50,110.40,26.00
16:20:15,2786.00,2734.05,26.00,120.70,120.13,25.25
16:20:16,2785.00,2758.79,25.50,127.70,127.10,25.25
16:20:17,2784.00,2770.84,25.25,145.00,142.30,26.00
16:20:18,2780.00,2740.94,25.75,154.90,152.72,25.75
16:20:19,2777.00,2763.87,25.25,167.10,163.98,26.00
16:20:20,2778.00,2751.86,25.50,180.40,177.04,26.00
16:20:21,2781.00,2754.83,25.50,194.40,191.67,25.75
16:20:22,2783.00,2756.81,25.50,206.60,203.70,25.75
16:20:23,2779.00,2739.96,25.75,221.40,217.27,26.00
16:20:24,2782.00,2755.82,25.50,237.30,232.88,26.00
16:20:25,2779.00,2727.18,26.00,253.20,250.82,25.50
16:20:26,2777.00,2750.87,25.50,265.20,262.70,25.50
16:20:27,2774.00,2747.89,25.50,277.90,272.72,26.00
16:20:28,2787.00,2760.77,25.50,288.30,284.25,25.75
16:20:28,2784.00,2757.80,25.50,300.80,295.19,26.00
16:20:29,2782.00,2742.91,25.75,314.20,312.71,25.25
16:20:30,2779.00,2752.85,25.50,327.80,323.19,25.75
16:20:31,2779.00,2739.96,25.75,342.00,337.19,25.75
16:20:32,2782.00,2755.82,25.50,353.50,346.91,26.00
16:20:33,2789.00,2749.81,25.75,360.20,353.48,26.00
16:20:34,2776.00,2749.88,25.50,365.00,358.19,26.00
16:20:35,2781.00,2781.00,25.00,367.60,364.14,25.50
16:20:36,2787.00,2773.82,25.25,370.10,364.90,25.75
16:20:37,2788.00,2761.76,25.50,372.90,365.95,26.00
16:20:38,2783.00,2756.81,25.50,377.30,372.00,25.75
16:20:39,2785.00,2758.79,25.50,381.50,376.14,25.75
16:20:40,2779.00,2752.85,25.50,385.00,379.59,25.75
16:20:41,2786.00,2759.78,25.50,386.60,382.96,25.50
16:20:42,2782.00,2768.85,25.25,386.80,381.37,25.75
16:20:43,2791.00,2751.79,25.75,385.60,380.18,25.75
16:20:44,2783.00,2769.84,25.25,383.70,376.55,26.00
16:20:45,2789.00,2775.81,25.25,383.70,380.09,25.50
16:20:46,2778.00,2738.97,25.75,384.10,380.49,25.50
16:20:47,2781.00,2754.83,25.50,390.10,386.43,25.50
16:20:48,2790.00,2763.74,25.50,398.70,393.10,25.75
16:20:49,2788.00,2774.82,25.25,407.50,409.44,24.75
16:20:50,2789.00,2775.81,25.25,413.30,407.49,25.75
16:20:51,2788.00,2761.76,25.50,416.80,410.94,25.75
16:20:52,2781.00,2741.93,25.75,420.80,416.84,25.50
16:20:53,2786.00,2772.83,25.25,428.10,422.09,25.75
16:20:54,2786.00,2759.78,25.50,433.80,429.72,25.50
16:20:55,2788.00,2774.82,25.25,437.50,431.35,25.75
16:20:56,2788.00,2761.76,25.50,436.70,432.59,25.50
16:20:57,2777.00,2750.87,25.50,435.40,429.28,25.75
16:20:58,2786.00,2759.78,25.50,435.50,427.38,26.00
16:20:59,2784.00,2757.80,25.50,437.30,431.16,25.75
16:21:00,2787.00,2760.77,25.50,440.00,431.80,26.00
16:21:01,2788.00,2761.76,25.50,442.00,433.76,26.00
16:21:02,2783.00,2756.81,25.50,446.90,444.79,25.25
16:21:03,2781.00,2754.83,25.50,449.70,443.38,25.75
16:21:04,2786.00,2746.86,25.75,449.70,441.32,26.00
16:21:05,2786.00,2759.78,25.50,445.60,437.29,26.00
16:21:06,2793.00,2779.80,25.25,442.20,438.04,25.50
16:21:07,2791.00,2764.73,25.50,443.80,437.56,25.75
16:21:08,2789.00,2762.75,25.50,450.10,445.86,25.50
16:21:09,2787.00,2773.82,25.25,457.90,449.36,26.00
16:21:10,2787.00,2773.82,25.25,467.80,461.23,25.75
16:21:11,2790.00,2763.74,25.50,483.40,476.61,25.75
16:21:12,2787.00,2760.77,25.50,502.20,497.47,25.50
16:21:13,2783.00,2756.81,25.50,522.00,514.67,25.75
16:21:14,2792.00,2752.77,25.75,542.20,532.09,26.00
16:21:14,2784.00,2770.84,25.25,564.20,553.68,26.00
16:21:15,2790.00,2776.81,25.25,580.00,571.85,25.75
16:21:16,2792.00,2765.73,25.50,591.80,583.49,25.75
16:21:17,2789.00,2749.81,25.75,596.90,588.51,25.75
16:21:18,2784.00,2757.80,25.50,600.30,591.87,25.75
16:21:19,2786.00,2772.83,25.25,604.90,596.40,25.75
16:21:20,2795.00,2781.79,25.25,607.20,595.88,26.00
16:21:21,2792.00,2765.73,25.50,607.10,601.39,25.50
16:21:22,2792.00,2752.77,25.75,600.80,589.60,26.00
16:21:23,2787.00,2747.84,25.75,595.20,584.10,26.00
16:21:24,2788.00,2788.00,25.00,588.90,577.92,26.00
16:21:25,2787.00,2773.82,25.25,578.60,573.16,25.50
16:21:26,2786.00,2786.00,25.00,571.40,563.37,25.75
16:21:27,2791.00,2777.81,25.25,568.60,558.00,26.00
16:21:28,2788.00,2761.76,25.50,575.80,565.06,26.00
16:21:29,2788.00,2748.83,25.75,584.10,575.89,25.75
16:21:30,2792.00,2778.80,25.25,592.00,583.68,25.75
16:21:31,2788.00,2761.76,25.50,599.00,590.58,25.75
16:21:32,2783.00,2769.84,25.25,611.50,602.91,25.75
16:21:33,2789.00,2749.81,25.75,622.50,616.64,25.50
16:21:34,2786.00,2772.83,25.25,633.20,624.30,25.75
16:21:35,2790.00,2790.00,25.00,643.30,631.31,26.00
16:21:36,2790.00,2763.74,25.50,653.80,647.65,25.50
16:21:37,2775.00,2748.89,25.50,662.20,655.97,25.50
16:21:38,2786.00,2759.78,25.50,668.30,658.91,25.75
16:21:39,2786.00,2759.78,25.50,670.40,654.85,26.25
16:21:40,2783.00,2743.90,25.75,669.80,663.50,25.50
16:21:41,2788.00,2774.82,25.25,667.10,654.66,26.00
16:21:42,2790.00,2763.74,25.50,668.90,659.50,25.75
16:21:43,2793.00,2753.76,25.75,672.30,665.97,25.50
16:21:44,2787.00,2760.77,25.50,676.00,666.50,25.75
16:21:45,2786.00,2759.78,25.50,682.00,672.42,25.75
16:21:46,2787.00,2760.77,25.50,685.10,675.47,25.75
16:21:47,2789.00,2775.81,25.25,688.40,681.92,25.50
16:21:48,2788.00,2761.76,25.50,692.20,682.47,25.75
16:21:49,2792.00,2752.77,25.75,695.70,692.41,25.25
16:21:50,2794.00,2794.00,25.00,695.20,685.43,25.75
16:21:51,2781.00,2754.83,25.50,697.00,687.21,25.75
16:21:52,2786.00,2772.83,25.25,697.80,691.23,25.50
16:21:53,2791.00,2764.73,25.50,695.00,688.46,25.50
16:21:54,2788.00,2788.00,25.00,692.90,686.38,25.50
16:21:55,2790.00,2776.81,25.25,691.30,684.79,25.50
16:21:56,2788.00,2761.76,25.50,691.20,687.93,25.25
16:21:57,2789.00,2775.81,25.25,691.30,681.59,25.75
16:21:58,2784.00,2757.80,25.50,692.20,682.47,25.75
16:21:59,2791.00,2751.79,25.75,696.00,683.02,26.00
16:21:59,2787.00,2760.77,25.50,701.70,695.10,25.50
16:22:00,2788.00,2761.76,25.50,703.80,697.18,25.50
16:22:01,2787.00,2760.77,25.50,702.90,696.29,25.50
16:22:02,2791.00,2764.73,25.50,700.10,696.79,25.25
16:22:03,2785.00,2785.00,25.00,694.00,690.72,25.25
16:22:04,2790.00,2776.81,25.25,685.70,676.07,25.75
16:22:05,2788.00,2748.83,25.75,678.00,674.79,25.25
16:22:06,2792.00,2792.00,25.00,673.40,663.94,25.75
16:22:07,2789.00,2789.00,25.00,675.90,672.70,25.25
16:22:08,2788.00,2761.76,25.50,681.10,671.53,25.75
16:22:09,2793.00,2766.72,25.50,688.10,684.85,25.25
16:22:10,2787.00,2760.77,25.50,693.50,683.76,25.75
16:22:11,2788.00,2761.76,25.50,700.90,694.30,25.50
16:22:12,2788.00,2788.00,25.00,708.00,698.05,25.75
16:22:13,2792.00,2778.80,25.25,718.10,711.34,25.50
16:22:14,2786.00,2772.83,25.25,727.80,720.95,25.50
16:22:15,2790.00,2790.00,25.00,737.30,726.94,25.75
16:22:16,2791.00,2751.79,25.75,746.80,736.31,25.75
16:22:17,2790.00,2750.80,25.75,753.90,739.84,26.00
16:22:18,2790.00,2763.74,25.50,756.60,745.97,25.75
16:22:19,2794.00,2780.79,25.25,751.80,737.78,26.00
16:22:20,2784.00,2744.89,25.75,744.00,733.55,25.75
16:22:21,2793.00,2766.72,25.50,736.40,729.47,25.50
16:22:22,2794.00,2767.71,25.50,722.30,712.15,25.75
16:22:23,2795.00,2755.73,25.75,706.90,696.97,25.75
16:22:24,2787.00,2760.77,25.50,691.10,678.21,26.00
16:22:25,2792.00,2765.73,25.50,680.30,677.08,25.25
16:22:26,2794.00,2767.71,25.50,668.60,659.21,25.75
16:22:27,2791.00,2764.73,25.50,664.70,661.56,25.25
16:22:28,2789.00,2762.75,25.50,669.00,672.19,24.75
16:22:29,2799.00,2772.66,25.50,679.40,669.85,25.75
16:22:30,2797.00,2783.78,25.25,690.10,683.61,25.50
16:22:31,2795.00,2768.70,25.50,701.10,691.25,25.75
16:22:32,2794.00,2767.71,25.50,716.20,702.85,26.00
16:22:33,2788.00,2761.76,25.50,737.60,723.85,26.00
16:22:34,2790.00,2750.80,25.75,749.60,739.07,25.75
16:22:35,2790.00,2763.74,25.50,750.80,736.80,26.00
16:22:36,2794.00,2754.74,25.75,750.30,736.31,26.00
16:22:37,2801.00,2774.64,25.50,749.90,739.36,25.75
16:22:38,2795.00,2768.70,25.50,750.10,739.56,25.75
16:22:39,2790.00,2750.80,25.75,752.30,738.27,26.00
16:22:40,2797.00,2783.78,25.25,758.00,750.87,25.50
16:22:41,2797.00,2783.78,25.25,761.30,750.60,25.75
16:22:42,2795.00,2755.73,25.75,764.50,750.25,26.00
16:22:43,2798.00,2784.77,25.25,765.50,751.23,26.00
16:22:44,2796.00,2769.69,25.50,765.50,754.74,25.75
16:22:44,2797.00,2770.68,25.50,765.20,765.20,25.00
16:22:45,2793.00,2766.72,25.50,770.50,756.13,26.00
16:22:46,2792.00,2765.73,25.50,773.00,765.73,25.50
16:22:47,2786.00,2772.83,25.25,774.80,767.51,25.50
16:22:48,2786.00,2746.86,25.75,777.40,766.48,25.75
16:22:49,2790.00,2803.32,24.75,777.40,770.08,25.50
16:22:50,2793.00,2766.72,25.50,773.60,769.94,25.25
16:22:51,2788.00,2761.76,25.50,773.40,766.12,25.50
16:22:52,2786.00,2746.86,25.75,775.90,772.23,25.25
16:22:53,2798.00,2771.67,25.50,783.70,772.69,25.75
16:22:54,2792.00,2765.73,25.50,792.20,777.43,26.00
16:22:55,2790.00,2763.74,25.50,799.80,784.89,26.00
16:22:56,2787.00,2773.82,25.25,809.00,801.39,25.50
16:22:57,2791.00,2764.73,25.50,819.00,815.13,25.25
16:22:58,2796.00,2796.00,25.00,826.70,811.29,26.00
16:22:59,2785.00,2771.83,25.25,827.90,820.11,25.50
16:23:00,2785.00,2758.79,25.50,824.20,812.62,25.75
16:23:01,2798.00,2771.67,25.50,811.70,807.86,25.25
16:23:02,2796.00,2769.69,25.50,794.10,782.94,25.75
16:23:03,2794.00,2754.74,25.75,777.80,766.87,25.75
16:23:04,2791.00,2764.73,25.50,760.60,749.91,25.75
16:23:05,2792.00,2792.00,25.00,749.60,742.55,25.50
16:23:06,2792.00,2792.00,25.00,743.00,732.56,25.75
16:23:07,2784.00,2770.84,25.25,743.30,732.86,25.75
16:23:08,2794.00,2767.71,25.50,749.60,742.55,25.50
16:23:09,2791.00,2764.73,25.50,759.70,756.11,25.25
16:23:10,2794.00,2780.79,25.25,767.30,752.99,26.00
16:23:11,2790.00,2776.81,25.25,770.00,755.64,26.00
16:23:12,2790.00,2776.81,25.25,772.00,761.15,25.75
16:23:13,2795.00,2781.79,25.25,769.20,765.56,25.25
16:23:14,2798.00,2771.67,25.50,759.10,751.96,25.50
16:23:15,2793.00,2766.72,25.50,754.80,740.73,26.00
16:23:16,2784.00,2784.00,25.00,753.40,742.81,25.75
16:23:17,2792.00,2752.77,25.75,755.50,744.89,25.75
16:23:18,2797.00,2783.78,25.25,759.60,748.93,25.75
16:23:19,2790.00,2763.74,25.50,771.80,760.96,25.75
16:23:20,2788.00,2774.82,25.25,787.80,780.39,25.50
16:23:21,2793.00,2779.80,25.25,794.60,779.78,26.00
16:23:22,2786.00,2772.83,25.25,790.90,779.79,25.75
16:23:23,2791.00,2777.81,25.25,782.10,771.11,25.75
16:23:24,2796.00,2756.72,25.75,764.30,753.56,25.75
16:23:25,2794.00,2780.79,25.25,744.50,730.62,26.00
16:23:26,2792.00,2765.73,25.50,726.30,716.10,25.75
16:23:27,2790.00,2763.74,25.50,718.90,712.13,25.50
16:23:28,2788.00,2761.76,25.50,728.40,721.55,25.50
16:23:29,2794.00,2767.71,25.50,753.60,746.51,25.50
16:23:29,2794.00,2780.79,25.25,784.80,773.77,25.75
16:23:30,2795.00,2768.70,25.50,818.20,802.94,26.00
16:23:31,2799.00,2759.67,25.75,845.90,834.02,25.75
16:23:32,2783.00,2756.81,25.50,869.10,860.92,25.50
16:23:33,2796.00,2756.72,25.75,887.00,878.65,25.50
16:23:34,2793.00,2766.72,25.50,904.00,891.30,25.75
16:23:35,2790.00,2776.81,25.25,914.20,901.36,25.75
16:23:36,2797.00,2770.68,25.50,922.80,909.83,25.75
16:23:37,2796.00,2769.69,25.50,927.70,914.67,25.75
16:23:38,2798.00,2771.67,25.50,931.20,926.80,25.25
16:23:39,2797.00,2770.68,25.50,934.00,920.88,25.75
16:23:40,2799.00,2772.66,25.50,934.40,929.98,25.25
16:23:41,2798.00,2784.77,25.25,935.90,922.75,25.75
16:23:42,2796.00,2782.78,25.25,935.10,917.66,26.00
16:23:43,2799.00,2772.66,25.50,931.80,918.71,25.75
16:23:44,2795.00,2768.70,25.50,923.40,910.43,25.75
16:23:45,2792.00,2792.00,25.00,913.50,900.67,25.75
16:23:46,2793.00,2779.80,25.25,910.30,897.51,25.75
16:23:47,2795.00,2781.79,25.25,905.50,892.78,25.75
16:23:48,2796.00,2769.69,25.50,907.20,894.45,25.75
16:23:49,2789.00,2762.75,25.50,910.40,901.83,25.50
16:23:50,2790.00,2776.81,25.25,918.20,913.86,25.25
16:23:51,2792.00,2778.80,25.25,922.70,918.34,25.25
16:23:52,2795.00,2755.73,25.75,926.20,913.19,25.75
16:23:53,2790.00,2763.74,25.50,930.70,917.62,25.75
16:23:54,2787.00,2787.00,25.00,929.00,915.95,25.75
16:23:55,2786.00,2759.78,25.50,921.00,908.06,25.75
16:23:56,2787.00,2760.77,25.50,910.00,893.03,26.00
16:23:57,2792.00,2752.77,25.75,896.50,892.26,25.25
16:23:58,2793.00,2766.72,25.50,887.20,874.73,25.75
16:23:59,2792.00,2778.80,25.25,880.50,872.21,25.50
16:24:00,2794.00,2754.74,25.75,871.70,859.45,25.75
16:24:01,2791.00,2764.73,25.50,863.50,847.40,26.00
16:24:02,2790.00,2790.00,25.00,852.00,840.03,25.75
16:24:03,2793.00,2740.92,26.00,840.80,832.89,25.50
16:24:04,2793.00,2766.72,25.50,827.10,815.48,25.75
16:24:05,2793.00,2793.00,25.00,815.30,800.10,26.00
16:24:06,2791.00,2791.00,25.00,804.30,793.00,25.75
16:24:07,2789.00,2749.81,25.75,796.90,785.70,25.75
16:24:08,2785.00,2745.87,25.75,792.90,781.76,25.75
16:24:09,2795.00,2768.70,25.50,791.60,780.48,25.75
16:24:10,2793.00,2766.72,25.50,792.40,781.27,25.75
16:24:11,2786.00,2772.83,25.25,792.40,781.27,25.75
16:24:12,2791.00,2777.81,25.25,797.00,782.14,26.00
16:24:13,2791.00,2764.73,25.50,797.80,790.29,25.50
16:24:14,2792.00,2792.00,25.00,799.20,784.30,26.00
16:24:15,2796.00,2756.72,25.75,800.10,788.86,25.75
16:24:15,2796.00,2782.78,25.25,798.90,787.68,25.75
16:24:16,2792.00,2778.80,25.25,797.80,786.59,25.75
16:24:17,2788.00,2761.76,25.50,802.70,795.15,25.50
16:24:18,2794.00,2780.79,25.25,801.70,790.44,25.75
16:24:19,2795.00,2768.70,25.50,803.40,792.11,25.75
16:24:20,2787.00,2760.77,25.50,802.70,791.42,25.75
16:24:21,2793.00,2766.72,25.50,808.90,793.82,26.00
16:24:22,2792.00,2778.80,25.25,817.90,806.41,25.75
16:24:23,2790.00,2790.00,25.00,828.60,828.60,25.00
16:24:24,2794.00,2780.79,25.25,841.80,826.10,26.00
16:24:25,2796.00,2782.78,25.25,852.10,844.08,25.50
16:24:26,2791.00,2751.79,25.75,864.30,852.16,25.75
16:24:27,2794.00,2767.71,25.50,880.30,867.93,25.75
16:24:28,2795.00,2768.70,25.50,897.10,884.50,25.75
16:24:29,2798.00,2784.77,25.25,906.80,889.89,26.00
16:24:30,2790.00,2750.80,25.75,913.50,900.67,25.75
16:24:31,2795.00,2781.79,25.25,919.20,906.29,25.75
16:24:32,2790.00,2750.80,25.75,925.70,912.69,25.75
16:24:33,2791.00,2764.73,25.50,934.50,921.37,25.75
16:24:34,2793.00,2793.00,25.00,944.60,935.71,25.50
16:24:35,2790.00,2763.74,25.50,959.60,950.57,25.50
16:24:36,2789.00,2775.81,25.25,974.90,961.20,25.75
16:24:37,2786.00,2759.78,25.50,991.30,977.37,25.75
16:24:38,2787.00,2747.84,25.75,1006.00,991.87,25.75
16:24:39,2791.00,2764.73,25.50,1018.00,1013.19,25.25
16:24:40,2795.00,2755.73,25.75,1026.00,1021.15,25.25
16:24:41,2788.00,2761.76,25.50,1034.00,1019.47,25.75
16:24:42,2789.00,2789.00,25.00,1039.00,1029.22,25.50
16:24:43,2797.00,2770.68,25.50,1039.00,1024.40,25.75
16:24:44,2795.00,2781.79,25.25,1037.00,1022.43,25.75
16:24:45,2792.00,2752.77,25.75,1033.00,1018.49,25.75
16:24:46,2790.00,2750.80,25.75,1030.00,1015.53,25.75
16:24:47,2796.00,2782.78,25.25,1022.00,1012.38,25.50
16:24:48,2788.00,2761.76,25.50,1023.00,1003.93,26.00
16:24:49,2785.00,2758.79,25.50,1024.00,1004.91,26.00
16:24:50,2794.00,2767.71,25.50,1017.00,1002.71,25.75
16:24:51,2795.00,2768.70,25.50,1007.00,988.22,26.00
16:24:52,2794.00,2767.71,25.50,993.80,989.10,25.25
16:24:53,2788.00,2748.83,25.75,981.20,967.41,25.75
16:24:54,2788.00,2774.82,25.25,966.60,953.02,25.75
16:24:55,2786.00,2746.86,25.75,956.90,943.46,25.75
16:24:56,2793.00,2766.72,25.50,953.50,935.72,26.00
16:24:57,2786.00,2759.78,25.50,959.90,946.41,25.75
16:24:58,2786.00,2759.78,25.50,962.50,948.98,25.75
16:24:59,2792.00,2752.77,25.75,966.60,962.03,25.25
16:25:00,2788.00,2748.83,25.75,970.40,956.77,25.75
16:25:00,2793.00,2753.76,25.75,977.00,963.27,25.75
16:25:01,2790.00,2763.74,25.50,982.00,963.69,26.00
16:25:02,2786.00,2759.78,25.50,981.00,967.22,25.75
